Mod:Item:MetaData, Localized Name
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:water_channel_valve:0, Wooden Channel Valve
agricraft:sprinkler, Sprinkler
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:crop_sticks, Crop Sticks
agricraft:journal, Agricultural Journal
agricraft:trowel, Gardening Trowel
agricraft:debugger, Debugger
agricraft:rake:0, Wooden Hand Rake
agricraft:rake:1, Iron Hand Rake
agricraft:clipper, Clipper
agricraft:clipping, Clipping
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_nugget:0, Emerald Nugget
agricraft:agri_nugget:1, Diamond Nugget
agricraft:agri_nugget:2, Quartz Shard
agricraft:agri_nugget:3, Iron Nugget
agricraft:agri_nugget:4, Copper Nugget
agricraft:agri_nugget:5, Tin Nugget
agricraft:agri_nugget:6, Lead Nugget
agricraft:agri_nugget:7, Silver Nugget
agricraft:agri_nugget:8, Aluminum Nugget
agricraft:agri_nugget:9, Nickel Nugget
agricraft:agri_nugget:10, Platinum Nugget
agricraft:agri_nugget:11, Osmium Nugget
agricraft:agri_nugget:12, Unknown Fragment
agricraft:magnifying_glass, Magnifying Glass
wumpleutil:repairing_block, Repairing Block
foodfunk:rotten_food, Rotten Food
foodfunk:spoiled_milk, Spoiled Milk
foodfunk:rotted_item, Rotted Item
foodfunk:biodegradable_item, Biodegradable Item
foodfunk:esky, Esky
foodfunk:freezer, Freezer
foodfunk:icebox, Icebox
foodfunk:larder, Larder Box
akashictome:tome, item.tome.name
bibliocraft:bookcase:0, Oak Bookcase
bibliocraft:bookcase:1, Spruce Bookcase
bibliocraft:bookcase:2, Birch Bookcase
bibliocraft:bookcase:3, Jungle Bookcase
bibliocraft:bookcase:4, Acacia Bookcase
bibliocraft:bookcase:5, Dark Oak Bookcase
bibliocraft:bookcase:6, Framed Bookcase
bibliocraft:bookcasecreative:0, Oak Creative Bookcase
bibliocraft:bookcasecreative:1, Spruce Creative Bookcase
bibliocraft:bookcasecreative:2, Birch Creative Bookcase
bibliocraft:bookcasecreative:3, Jungle Creative Bookcase
bibliocraft:bookcasecreative:4, Acacia Creative Bookcase
bibliocraft:bookcasecreative:5, Dark Oak Creative Bookcase
bibliocraft:bookcasecreative:6, Framed Creative Bookcase
bibliocraft:shelf:0, Oak Shelf
bibliocraft:shelf:1, Spruce Shelf
bibliocraft:shelf:2, Birch Shelf
bibliocraft:shelf:3, Jungle Shelf
bibliocraft:shelf:4, Acacia Shelf
bibliocraft:shelf:5, Dark Oak Shelf
bibliocraft:shelf:6, Framed Shelf
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:lanterngold:0, Fancy Lantern
bibliocraft:lanterngold:1, Fancy Lantern
bibliocraft:lanterngold:2, Fancy Lantern
bibliocraft:lanterngold:3, Fancy Lantern
bibliocraft:lanterngold:4, Fancy Lantern
bibliocraft:lanterngold:5, Fancy Lantern
bibliocraft:lanterngold:6, Fancy Lantern
bibliocraft:lanterngold:7, Fancy Lantern
bibliocraft:lanterngold:8, Fancy Lantern
bibliocraft:lanterngold:9, Fancy Lantern
bibliocraft:lanterngold:10, Fancy Lantern
bibliocraft:lanterngold:11, Fancy Lantern
bibliocraft:lanterngold:12, Fancy Lantern
bibliocraft:lanterngold:13, Fancy Lantern
bibliocraft:lanterngold:14, Fancy Lantern
bibliocraft:lanterngold:15, Fancy Lantern
bibliocraft:lanterniron:0, Fancy Lantern
bibliocraft:lanterniron:1, Fancy Lantern
bibliocraft:lanterniron:2, Fancy Lantern
bibliocraft:lanterniron:3, Fancy Lantern
bibliocraft:lanterniron:4, Fancy Lantern
bibliocraft:lanterniron:5, Fancy Lantern
bibliocraft:lanterniron:6, Fancy Lantern
bibliocraft:lanterniron:7, Fancy Lantern
bibliocraft:lanterniron:8, Fancy Lantern
bibliocraft:lanterniron:9, Fancy Lantern
bibliocraft:lanterniron:10, Fancy Lantern
bibliocraft:lanterniron:11, Fancy Lantern
bibliocraft:lanterniron:12, Fancy Lantern
bibliocraft:lanterniron:13, Fancy Lantern
